Month,Temperature_C,Humidity_PRC,Leaf_Wetness_Hr,Rainfall_mm,Wind_Speed_ms,UV_Index,Light_Intensity_Lux,Disease_Type
5,27.11,84.46,6.82,2.27,2.41,4.1,10737.0,Fire Blight
5,24.5,80.36,5.49,2.56,0.67,6.9,12626.0,Fire Blight
6,14.07,87.89,10.27,2.47,1.78,2.4,12041.0,Apple Scab
5,15.02,86.03,10.87,2.97,5.16,3.7,8456.0,Apple Scab
11,26.24,20.35,2.16,0.58,0.55,6.0,22630.0,Healthy
4,12.79,85.27,7.27,2.05,2.42,3.4,10458.0,Apple Scab
6,22.23,87.03,11.85,0.36,1.95,5.7,14863.0,Alternaria
5,18.31,96.1,9.67,1.88,4.23,3.7,11022.0,Cedar Apple Rust
8,16.48,68.14,1.44,0.09,0.79,5.6,18176.0,Powdery Mildew
6,24.9,95.13,7.6,5.4,0.7,3.9,3190.0,Cedar Apple Rust
8,17.72,74.46,0.63,0.39,0.72,2.4,18444.0,Powdery Mildew
5,17.31,93.8,7.86,3.7,4.43,1.7,8741.0,Cedar Apple Rust
4,23.64,81.57,5.03,2.36,4.76,4.6,11715.0,Fire Blight
8,19.67,68.98,0.93,0.68,2.26,5.8,17822.0,Powdery Mildew
6,27.03,74.73,0.32,0.39,1.77,3.7,17455.0,Powdery Mildew
5,20.69,88.76,4.97,1.45,1.4,6.7,13307.0,Fire Blight
8,22.57,86.14,11.79,2.8,5.47,5.1,11782.0,Alternaria
6,14.64,86.5,8.5,2.65,5.9,2.0,10826.0,Apple Scab
6,18.79,58.86,0.17,0.59,3.41,5.0,18508.0,Powdery Mildew
5,19.23,94.54,8.19,7.02,2.71,2.3,1077.0,Cedar Apple Rust
4,19.72,95.78,12.85,5.6,5.08,4.0,3001.0,Cedar Apple Rust
11,4.47,47.38,2.53,0.38,1.65,5.9,17497.0,Healthy
4,12.04,90.15,10.33,5.47,3.26,2.1,5800.0,Apple Scab
6,13.11,89.76,10.2,2.68,3.13,2.6,10457.0,Apple Scab
5,14.21,91.2,8.61,6.12,3.77,2.8,3056.0,Apple Scab
9,30.06,88.37,12.25,2.05,4.26,6.6,11876.0,Alternaria
6,14.59,89.48,8.28,7.06,2.18,1.1,1037.0,Apple Scab
5,26.76,82.73,0.08,0.69,5.78,3.2,15195.0,Powdery Mildew
12,7.08,21.01,2.12,2.29,3.62,6.1,19497.0,Healthy
4,29.95,85.11,5.09,3.2,4.32,4.4,9560.0,Fire Blight
8,29.06,84.37,6.08,1.25,5.21,8.7,14925.0,Alternaria
8,22.23,88.95,15.26,1.25,2.86,5.5,13206.0,Alternaria
6,30.11,89.25,12.52,1.77,3.39,5.0,12438.0,Alternaria
9,25.0,93.51,13.3,2.32,2.62,8.9,10822.0,Alternaria
5,30.62,81.95,4.07,3.46,4.01,5.0,10794.0,Fire Blight
7,21.73,65.59,0.72,0.98,3.12,5.7,16013.0,Powdery Mildew
8,21.9,94.72,10.62,1.97,4.23,5.3,11913.0,Alternaria
7,26.67,88.66,15.16,0.21,4.25,7.4,15195.0,Alternaria
4,16.24,94.29,10.2,6.51,4.06,3.7,1343.0,Cedar Apple Rust
6,17.06,68.91,0.35,0.52,2.46,2.1,16551.0,Powdery Mildew
4,15.38,89.45,8.91,6.41,4.21,1.3,3375.0,Apple Scab
11,19.71,57.32,2.04,1.42,5.35,5.4,15525.0,Healthy
5,18.07,94.9,3.92,4.05,0.64,3.9,6074.0,Cedar Apple Rust
5,26.86,85.35,3.7,0.94,4.26,4.4,14931.0,Fire Blight
4,16.4,87.57,12.2,1.55,3.47,1.5,12541.0,Apple Scab
6,27.92,72.03,1.64,0.37,0.94,2.8,15925.0,Powdery Mildew
5,22.83,95.36,13.16,6.47,1.03,3.6,3158.0,Cedar Apple Rust
8,26.65,71.78,1.4,0.99,3.82,3.5,14073.0,Powdery Mildew
7,24.7,88.32,11.2,2.0,1.09,6.3,11074.0,Alternaria
6,20.28,85.63,0.63,0.25,3.03,4.6,16062.0,Powdery Mildew
5,19.73,78.86,2.58,3.98,3.75,4.4,8344.0,Fire Blight
4,17.96,94.56,6.68,7.49,5.8,1.5,613.0,Cedar Apple Rust
9,8.7,46.41,2.6,0.02,3.98,7.6,19989.0,Healthy
5,25.78,78.71,1.77,0.69,1.76,3.2,16793.0,Powdery Mildew
5,18.31,82.15,1.05,0.54,4.94,2.7,14706.0,Powdery Mildew
8,29.58,84.41,17.53,2.71,5.58,7.4,11404.0,Alternaria
5,21.18,92.63,6.17,4.45,4.71,2.2,7483.0,Cedar Apple Rust
5,17.69,88.01,9.01,1.85,1.93,3.0,13943.0,Apple Scab
7,29.32,92.79,14.56,1.34,5.15,8.4,12432.0,Alternaria
6,11.36,85.45,9.07,2.75,0.71,4.0,11800.0,Apple Scab
8,26.97,88.93,10.61,1.84,5.45,5.8,12578.0,Alternaria
6,14.18,84.36,13.16,4.63,5.14,3.4,7824.0,Apple Scab
8,13.28,77.87,1.64,0.3,1.69,5.3,16380.0,Powdery Mildew
5,20.08,79.25,1.22,1.2,5.54,4.6,12946.0,Fire Blight
7,26.1,80.97,10.83,1.52,3.25,7.6,12666.0,Alternaria
5,21.82,93.15,8.07,2.82,1.89,3.3,10011.0,Cedar Apple Rust
6,21.32,67.09,1.07,0.41,5.47,3.9,17259.0,Powdery Mildew
4,21.7,94.66,3.72,4.05,3.66,1.1,4884.0,Cedar Apple Rust
5,22.58,83.26,4.62,2.15,2.76,5.2,12721.0,Fire Blight
8,27.72,83.8,10.62,2.71,2.49,5.6,12176.0,Alternaria
6,15.21,87.23,10.13,3.45,2.76,3.1,10462.0,Apple Scab
8,19.92,74.91,0.45,0.34,2.56,3.8,16515.0,Powdery Mildew
9,28.25,87.14,11.06,1.32,5.23,6.9,15051.0,Alternaria
1,10.07,44.11,0.99,0.63,5.85,8.6,19894.0,Healthy
9,24.68,86.59,10.58,2.1,2.1,5.6,12081.0,Alternaria
6,29.1,86.55,13.54,0.53,2.41,8.3,15898.0,Alternaria
9,19.23,54.66,2.87,0.18,3.35,5.3,19591.0,Healthy
2,-0.29,52.85,1.28,1.4,2.55,7.2,17106.0,Healthy
6,26.99,92.94,12.27,2.8,4.73,8.8,9828.0,Alternaria
5,20.25,88.64,8.79,2.22,3.44,3.7,9380.0,Fire Blight
9,24.07,93.37,9.78,2.75,2.95,8.2,9348.0,Alternaria
4,20.1,95.6,9.32,4.1,5.96,3.6,5913.0,Cedar Apple Rust
5,26.35,92.02,4.81,0.7,3.06,6.3,15809.0,Fire Blight
5,19.23,97.96,8.66,3.77,1.22,1.1,9117.0,Cedar Apple Rust
5,16.03,81.52,9.18,2.84,2.21,3.1,10432.0,Apple Scab
5,19.12,59.55,0.22,0.77,1.4,3.0,15857.0,Powdery Mildew
4,21.83,84.74,7.97,3.72,0.81,5.7,7964.0,Fire Blight
4,22.11,80.1,5.1,1.64,0.89,4.9,14967.0,Fire Blight
6,16.08,89.03,11.61,2.76,2.71,3.1,10150.0,Apple Scab
5,21.22,95.93,9.13,5.53,5.29,1.1,3041.0,Cedar Apple Rust
8,30.84,61.38,1.18,0.96,5.45,6.0,16696.0,Powdery Mildew
6,22.56,66.64,1.69,0.1,0.67,4.6,18527.0,Powdery Mildew
4,13.28,83.96,8.36,7.17,5.41,3.5,3299.0,Apple Scab
4,22.56,93.81,11.86,5.31,4.38,2.0,5410.0,Cedar Apple Rust
5,14.83,84.7,11.17,6.96,3.08,1.2,1646.0,Apple Scab
8,21.98,70.14,0.17,0.91,3.94,3.6,13739.0,Powdery Mildew
7,20.68,59.53,1.75,0.62,2.78,3.8,18367.0,Powdery Mildew
4,15.21,85.87,6.97,3.18,4.43,2.3,10886.0,Apple Scab
4,28.2,89.49,0.46,3.58,5.16,4.4,9753.0,Fire Blight
4,12.18,87.08,11.17,3.23,5.62,2.6,10896.0,Apple Scab
6,20.43,96.58,10.16,4.69,2.34,3.2,8404.0,Cedar Apple Rust
12,-1.93,57.62,2.19,0.72,2.32,4.6,17597.0,Healthy
8,28.91,75.1,1.18,0.12,4.62,4.3,17821.0,Powdery Mildew
5,20.86,76.19,3.69,2.34,3.47,6.8,13539.0,Fire Blight
5,23.45,81.9,4.33,2.5,2.53,5.4,9542.0,Fire Blight
5,21.11,85.29,6.5,2.48,5.2,3.4,13104.0,Fire Blight
5,20.9,76.22,1.12,0.62,2.4,4.4,16339.0,Powdery Mildew
7,25.9,85.11,9.42,2.36,5.48,7.2,11954.0,Alternaria
7,26.82,87.48,14.78,1.63,4.58,7.1,12683.0,Alternaria
4,18.66,96.88,8.97,3.92,3.63,3.1,6774.0,Cedar Apple Rust
2,24.4,78.1,1.6,5.38,2.09,9.7,6457.0,Healthy
5,22.15,84.41,2.99,1.93,4.67,4.7,11956.0,Fire Blight
9,16.82,40.26,1.77,2.39,4.76,6.7,16643.0,Healthy
5,22.85,66.11,1.9,0.07,5.24,2.8,17846.0,Powdery Mildew
7,26.91,90.08,12.56,1.89,3.09,8.2,12867.0,Alternaria
8,30.21,83.01,10.71,0.45,5.18,8.5,14979.0,Alternaria
6,30.21,84.61,10.73,1.81,5.43,6.4,12658.0,Alternaria
4,23.22,90.11,4.04,0.52,3.64,6.0,15735.0,Fire Blight
10,22.93,72.92,2.25,0.21,1.04,4.6,18027.0,Healthy
5,23.8,94.51,3.86,2.34,1.73,4.1,12813.0,Fire Blight
7,23.81,81.46,16.43,1.81,1.82,6.5,12203.0,Alternaria
5,18.71,59.99,1.71,0.51,0.82,5.0,16173.0,Powdery Mildew
6,23.47,85.87,7.8,2.04,3.44,5.6,11352.0,Alternaria
8,18.23,13.88,2.48,1.3,4.57,3.8,22058.0,Healthy
8,19.05,66.14,0.69,0.41,0.57,6.3,17883.0,Healthy
5,23.88,28.54,2.38,0.63,5.77,3.8,23067.0,Healthy
6,21.67,95.06,5.06,4.5,0.91,3.5,5380.0,Cedar Apple Rust
2,26.4,63.55,2.9,0.12,1.53,8.8,16892.0,Healthy
7,-0.52,54.2,1.64,0.52,4.02,5.7,18539.0,Healthy
4,19.98,92.71,11.57,5.73,2.8,2.5,4155.0,Cedar Apple Rust
6,25.12,87.81,12.0,0.36,4.55,7.9,15500.0,Alternaria
4,26.2,60.45,2.63,0.47,2.34,3.6,16640.0,Healthy
6,20.54,72.37,0.38,0.07,1.87,5.0,18644.0,Powdery Mildew
10,22.54,55.98,1.25,0.41,3.33,8.5,18362.0,Healthy
6,19.72,92.42,17.04,1.75,3.17,6.0,12227.0,Alternaria
4,15.84,86.69,9.26,3.02,2.94,2.1,11478.0,Apple Scab
7,24.92,63.36,0.16,0.81,5.95,3.4,15697.0,Powdery Mildew
9,21.77,83.91,9.68,1.84,4.0,5.9,13142.0,Alternaria
7,15.96,61.29,0.83,0.35,5.84,3.5,17388.0,Powdery Mildew
4,16.33,80.23,14.12,3.53,0.98,1.8,9279.0,Apple Scab
5,19.07,94.95,8.68,2.83,3.41,2.1,10286.0,Cedar Apple Rust
6,29.01,86.78,11.46,1.19,0.81,8.0,16076.0,Alternaria
5,19.84,95.73,7.42,5.88,1.11,3.1,4973.0,Cedar Apple Rust
6,29.19,86.29,9.46,1.64,0.97,8.0,13618.0,Alternaria
6,18.81,74.12,0.85,0.26,1.07,5.6,17556.0,Powdery Mildew
5,18.98,91.33,13.62,10.84,1.61,1.8,500.0,Apple Scab
5,26.36,80.46,4.21,1.44,2.75,3.8,14278.0,Fire Blight
6,29.66,95.03,10.9,1.37,2.12,6.3,12326.0,Alternaria
9,20.65,88.41,14.62,2.23,4.98,8.8,14399.0,Alternaria
6,20.68,94.9,5.15,3.67,3.62,1.5,8688.0,Cedar Apple Rust
5,19.28,97.35,7.48,6.89,4.85,2.3,1080.0,Cedar Apple Rust
11,3.73,48.35,2.53,0.2,4.55,5.5,17606.0,Healthy
5,21.68,97.45,10.21,4.12,4.0,3.9,6889.0,Cedar Apple Rust
6,26.54,82.05,9.32,2.25,3.01,6.6,11872.0,Alternaria
6,28.87,65.9,1.53,2.88,5.03,6.5,12597.0,Healthy
4,16.37,88.69,10.47,0.26,4.66,3.5,16380.0,Apple Scab
4,22.79,86.15,7.06,3.14,5.94,4.8,10066.0,Fire Blight
5,21.07,93.13,7.12,8.57,2.73,2.1,500.0,Cedar Apple Rust
5,10.69,84.65,7.98,7.04,1.88,3.6,3506.0,Apple Scab
5,30.82,65.92,1.19,0.93,2.41,5.4,16601.0,Powdery Mildew
9,-2.41,54.72,1.11,2.94,2.9,7.4,12381.0,Healthy
7,16.36,71.64,1.06,0.62,1.72,5.3,16061.0,Powdery Mildew
6,23.01,95.67,8.19,6.81,4.68,2.5,2187.0,Cedar Apple Rust
6,27.13,66.77,0.62,0.45,5.65,6.0,18872.0,Powdery Mildew
10,26.27,35.99,2.52,0.72,2.97,2.0,19694.0,Healthy
5,17.77,95.4,8.48,4.95,5.95,3.1,5679.0,Cedar Apple Rust
8,24.34,38.95,0.97,0.84,1.59,7.5,19037.0,Healthy
6,21.93,96.25,15.1,1.68,4.97,6.7,11056.0,Alternaria
8,18.75,64.62,1.43,0.12,1.94,2.8,17411.0,Healthy
7,17.52,63.21,1.88,0.94,1.38,2.3,16711.0,Powdery Mildew
12,28.83,71.78,2.09,0.57,5.08,8.1,17883.0,Healthy
8,20.65,48.32,1.03,0.5,1.65,2.9,16543.0,Powdery Mildew
8,23.07,90.14,9.54,0.01,5.83,8.0,15602.0,Alternaria
9,28.75,89.77,15.11,2.19,0.65,7.5,10829.0,Alternaria
5,18.53,95.15,6.44,5.73,2.14,3.1,4816.0,Cedar Apple Rust
6,18.18,96.11,3.68,4.91,3.02,1.3,5512.0,Cedar Apple Rust
8,25.74,92.51,13.14,2.68,4.84,6.2,10083.0,Alternaria
1,9.83,57.24,0.94,2.8,1.18,2.5,13216.0,Healthy
5,27.53,88.25,5.27,0.62,4.17,4.7,14730.0,Fire Blight
4,15.86,92.21,8.91,6.32,5.58,3.1,3891.0,Apple Scab
7,27.76,81.73,13.92,0.01,2.95,7.4,16292.0,Alternaria
4,20.77,100.0,9.43,2.0,3.44,3.1,12916.0,Cedar Apple Rust
6,23.08,86.93,8.83,2.59,0.94,8.5,11363.0,Alternaria
6,23.56,81.75,11.57,2.86,2.46,7.2,10704.0,Alternaria
6,17.27,96.02,8.83,6.63,5.92,3.3,1373.0,Cedar Apple Rust
8,23.17,78.7,0.17,0.4,1.65,5.0,17698.0,Powdery Mildew
6,21.44,81.02,1.69,0.72,2.63,3.9,15360.0,Powdery Mildew
8,25.48,74.8,1.06,0.06,3.67,5.2,17205.0,Powdery Mildew
8,29.7,87.32,14.27,2.09,4.61,5.2,13750.0,Alternaria
5,14.46,82.86,12.56,0.27,5.98,2.4,16558.0,Apple Scab
5,26.95,82.93,3.91,1.64,4.56,3.2,13759.0,Fire Blight
5,16.66,85.48,8.81,2.48,2.92,2.3,10216.0,Apple Scab
7,28.29,64.93,1.51,0.1,3.67,2.4,18077.0,Powdery Mildew
11,18.54,84.68,0.57,0.16,3.94,5.6,16974.0,Healthy
6,11.83,90.53,12.42,7.78,4.48,3.8,500.0,Apple Scab
7,30.26,86.79,5.33,2.04,2.99,6.0,13987.0,Alternaria
4,17.16,94.98,2.92,2.26,1.51,4.9,12116.0,Fire Blight
5,14.9,88.26,8.11,10.7,3.26,2.1,500.0,Apple Scab
7,15.49,49.91,0.42,0.71,3.11,3.7,17050.0,Healthy
5,21.41,83.06,6.06,2.73,2.74,5.5,9052.0,Fire Blight
5,17.59,89.61,0.93,0.65,4.36,4.6,15613.0,Powdery Mildew
5,18.41,59.13,1.15,0.89,1.27,2.7,17762.0,Powdery Mildew
8,25.46,88.18,8.46,2.23,5.05,6.9,12142.0,Alternaria
6,29.13,79.31,15.74,0.83,5.41,8.2,13781.0,Alternaria
5,24.68,88.5,3.28,1.02,2.78,5.0,15442.0,Fire Blight
9,25.97,88.16,12.26,2.38,5.39,7.2,10320.0,Alternaria
4,26.04,86.9,6.24,1.56,5.56,5.0,14645.0,Fire Blight
10,17.24,32.53,0.18,0.87,5.25,6.8,21490.0,Healthy
4,30.71,87.42,2.34,2.15,2.46,3.2,12211.0,Fire Blight
10,12.94,63.9,2.99,0.33,2.36,7.5,16426.0,Healthy
7,22.57,85.39,11.86,1.69,4.92,7.8,13702.0,Alternaria
6,16.52,87.51,9.77,5.89,5.22,1.2,5682.0,Apple Scab
11,10.76,52.64,1.07,1.6,5.93,4.4,17469.0,Healthy
4,27.45,91.19,2.07,1.26,2.28,6.6,13393.0,Fire Blight
5,21.6,78.56,1.77,0.1,2.51,3.9,14890.0,Powdery Mildew
8,16.3,65.72,0.55,0.42,3.16,2.4,16788.0,Powdery Mildew
4,28.04,85.26,6.1,2.79,2.03,6.9,10464.0,Fire Blight
5,15.09,89.07,11.56,6.07,2.64,3.0,3859.0,Apple Scab
4,23.71,84.77,5.66,2.23,5.57,6.6,11348.0,Fire Blight
6,21.27,95.95,9.11,5.99,2.39,1.9,1527.0,Cedar Apple Rust
8,27.68,70.68,1.36,0.29,5.37,3.3,17142.0,Powdery Mildew
7,33.56,76.06,0.4,0.32,2.85,5.9,18427.0,Powdery Mildew
5,16.55,87.16,11.48,4.24,5.43,1.3,8843.0,Apple Scab
2,29.8,41.08,0.11,0.87,2.16,5.4,18673.0,Healthy
5,14.32,90.04,8.13,5.18,4.78,2.8,5717.0,Apple Scab
4,18.78,93.57,6.58,5.06,1.93,3.8,5359.0,Cedar Apple Rust
7,17.98,84.14,7.51,0.77,3.92,5.9,15589.0,Alternaria
4,18.6,96.98,9.09,3.47,3.8,1.9,7537.0,Cedar Apple Rust
7,23.87,87.15,15.9,2.33,1.44,8.9,11502.0,Alternaria
3,17.34,55.16,1.67,0.12,4.86,8.0,19801.0,Healthy
5,15.05,83.92,8.97,3.47,3.23,2.6,9848.0,Apple Scab
6,23.85,81.61,1.7,0.09,4.73,4.2,15061.0,Powdery Mildew
4,12.49,87.29,10.55,4.74,1.9,1.9,7513.0,Apple Scab
5,22.67,83.13,2.28,0.52,3.26,5.5,15826.0,Fire Blight
9,19.59,62.5,0.99,0.26,1.52,6.6,17933.0,Healthy
9,29.16,93.87,10.61,1.7,4.05,7.6,13295.0,Alternaria
4,26.84,86.6,4.66,0.51,5.7,3.4,15199.0,Fire Blight
7,26.35,87.54,12.36,1.75,5.45,5.4,10352.0,Alternaria
6,20.33,100.0,7.8,4.9,3.61,1.5,4786.0,Cedar Apple Rust
10,7.43,83.94,0.0,0.74,3.32,5.7,13687.0,Healthy
5,14.65,82.73,10.1,3.64,5.89,2.6,9164.0,Apple Scab
4,13.1,91.7,10.86,25.69,2.38,3.2,500.0,Apple Scab
5,22.07,79.1,5.35,1.07,4.63,6.2,14906.0,Fire Blight
6,28.23,84.84,15.12,2.04,1.39,5.3,13099.0,Alternaria
7,26.3,57.33,0.45,0.54,5.13,2.1,17846.0,Powdery Mildew
7,21.44,82.4,2.5,0.86,1.06,2.1,14232.0,Healthy
6,24.2,99.37,8.19,2.98,3.42,6.4,9396.0,Alternaria
5,21.34,61.94,0.94,0.97,5.0,3.3,15457.0,Powdery Mildew
4,16.06,96.15,10.55,7.13,1.12,3.1,3384.0,Cedar Apple Rust
6,23.42,89.6,8.3,0.15,0.99,5.4,15721.0,Alternaria
4,15.32,79.32,9.68,1.96,1.68,2.9,12253.0,Apple Scab
5,25.51,87.83,6.68,2.07,1.43,4.3,13048.0,Fire Blight
8,19.73,66.17,1.55,0.86,5.23,3.9,17009.0,Powdery Mildew
8,27.36,60.34,0.99,0.76,2.55,3.6,17237.0,Powdery Mildew
2,36.27,51.91,1.16,0.02,5.63,8.2,19458.0,Healthy
6,19.46,93.66,7.99,4.07,4.45,2.2,8795.0,Cedar Apple Rust
7,28.38,78.87,16.29,0.76,0.83,8.0,13897.0,Alternaria
7,27.91,90.96,8.43,1.67,4.51,5.6,11813.0,Alternaria
6,20.17,96.02,7.87,3.51,3.27,3.8,7825.0,Cedar Apple Rust
10,40.0,59.5,0.12,0.44,2.62,4.1,18955.0,Healthy
7,16.23,80.15,1.73,0.77,2.79,3.5,14419.0,Powdery Mildew
5,16.35,86.53,11.78,4.02,5.35,2.7,9647.0,Apple Scab
7,7.13,62.04,1.38,0.58,1.31,6.3,17292.0,Healthy
6,15.96,90.67,13.21,8.7,1.93,3.8,500.0,Apple Scab
7,25.8,81.46,10.35,2.56,4.15,8.2,10519.0,Alternaria
4,22.36,97.78,8.71,5.92,0.95,3.8,2592.0,Cedar Apple Rust
4,17.42,92.49,10.03,5.64,5.56,3.0,4881.0,Cedar Apple Rust
9,25.19,93.11,10.16,2.52,5.31,8.4,11064.0,Alternaria
5,18.6,73.02,2.72,3.31,3.58,7.0,10031.0,Fire Blight
6,23.09,90.54,10.71,0.5,0.66,6.2,14100.0,Alternaria
6,18.14,88.77,9.16,7.43,5.77,2.1,2718.0,Apple Scab
4,35.59,41.27,1.55,2.94,5.69,5.0,16718.0,Healthy
4,28.83,84.74,1.81,3.75,0.64,6.9,10472.0,Fire Blight
5,19.39,95.8,10.81,5.37,5.87,2.7,4583.0,Cedar Apple Rust
10,3.68,69.22,1.59,1.04,2.65,6.8,15221.0,Healthy
4,21.16,97.39,9.11,1.79,3.67,2.7,10906.0,Cedar Apple Rust
5,21.35,69.44,1.67,0.56,4.84,3.6,17761.0,Powdery Mildew
6,27.82,86.94,11.46,0.63,5.32,8.7,15968.0,Alternaria
4,29.8,88.5,4.6,1.83,1.14,6.0,12879.0,Fire Blight
7,23.64,93.92,11.85,0.8,2.24,5.1,13957.0,Alternaria
4,15.93,96.78,7.01,4.18,3.97,1.9,6204.0,Cedar Apple Rust
5,21.52,80.46,4.36,3.87,2.07,4.9,10009.0,Fire Blight
2,11.88,76.99,1.19,0.97,2.15,5.0,15799.0,Healthy
5,21.76,93.34,6.09,3.38,4.05,6.2,10715.0,Fire Blight
7,31.57,61.12,1.45,0.44,2.98,2.3,18677.0,Powdery Mildew
7,24.64,94.58,12.46,1.18,5.35,5.9,12605.0,Alternaria
6,15.75,87.52,10.95,3.17,3.54,2.6,9804.0,Apple Scab
7,11.28,53.52,1.54,0.53,3.96,2.5,18031.0,Healthy
6,28.88,91.7,16.11,1.12,4.2,8.2,14269.0,Alternaria
5,15.66,87.05,9.14,2.73,4.4,3.0,11804.0,Apple Scab
6,26.7,25.4,1.12,0.24,2.44,5.6,20886.0,Healthy
4,20.84,98.66,9.59,6.61,1.69,3.0,1851.0,Cedar Apple Rust
5,32.61,57.75,0.74,3.27,4.81,9.9,13306.0,Healthy
5,11.22,63.16,2.38,1.23,1.75,7.0,16783.0,Healthy
5,15.73,78.75,0.01,0.93,1.6,3.9,16462.0,Powdery Mildew
6,17.23,83.42,10.39,0.55,4.22,3.2,14960.0,Apple Scab
1,13.0,45.68,1.9,1.3,0.69,3.5,19645.0,Healthy
6,1.49,49.94,0.86,0.46,1.06,3.2,21397.0,Healthy
4,21.39,95.25,6.61,5.14,1.98,2.0,5537.0,Cedar Apple Rust
4,18.25,92.8,6.46,7.91,5.48,3.4,500.0,Cedar Apple Rust
6,20.7,98.87,10.12,5.68,3.58,2.1,3257.0,Cedar Apple Rust
6,29.08,81.01,0.31,0.31,2.13,4.5,14519.0,Powdery Mildew
4,25.27,89.33,6.91,2.63,1.17,5.8,10472.0,Fire Blight
5,24.46,93.26,6.38,1.47,1.97,3.2,12880.0,Fire Blight
7,25.74,65.73,0.65,0.08,2.84,3.8,17792.0,Powdery Mildew
7,25.21,92.86,9.93,2.58,2.18,7.5,11365.0,Alternaria
4,24.17,87.97,4.1,2.85,2.82,3.3,10139.0,Fire Blight
8,28.81,90.53,14.02,0.78,3.54,7.2,15327.0,Alternaria
7,19.84,87.09,11.4,2.57,1.28,7.5,9899.0,Alternaria
4,21.91,90.21,9.79,3.51,5.92,3.7,11386.0,Cedar Apple Rust
6,25.14,80.48,10.0,1.29,4.47,6.1,14697.0,Alternaria
4,20.82,95.18,10.58,3.92,4.35,3.7,7386.0,Cedar Apple Rust
5,25.77,86.03,4.06,1.15,2.97,6.3,13836.0,Fire Blight
7,35.29,67.87,2.6,2.45,4.12,4.8,13596.0,Healthy
3,8.19,25.59,0.46,0.26,5.61,2.2,20809.0,Healthy
3,-5.0,14.66,1.68,1.37,5.52,5.6,20680.0,Healthy
4,23.26,99.17,5.8,4.6,4.25,3.3,7423.0,Cedar Apple Rust
6,17.25,84.89,9.22,6.2,4.23,1.4,4074.0,Apple Scab
12,14.49,61.89,1.51,3.12,3.86,8.4,12022.0,Healthy
7,26.69,81.72,11.86,2.98,2.11,6.1,11322.0,Alternaria
4,31.14,87.61,5.64,4.0,1.91,4.9,7231.0,Fire Blight
6,24.57,87.4,13.3,0.32,1.17,8.1,16389.0,Alternaria
4,21.43,97.35,5.42,3.06,2.9,1.7,9291.0,Cedar Apple Rust
4,16.17,91.16,13.13,2.68,1.58,1.4,10256.0,Apple Scab
6,13.49,91.1,7.25,13.06,3.34,3.6,500.0,Apple Scab
4,27.53,84.92,8.4,2.89,0.94,6.9,9936.0,Fire Blight
8,26.51,62.21,0.92,0.2,4.69,3.1,19908.0,Powdery Mildew
5,19.14,90.1,6.69,3.74,1.97,5.0,7210.0,Fire Blight
5,24.15,73.16,5.31,2.41,2.26,5.2,13944.0,Fire Blight
5,7.59,74.35,0.27,0.03,3.46,4.1,16802.0,Healthy
5,12.08,92.89,10.74,3.67,5.78,1.7,6957.0,Apple Scab
5,14.42,91.28,16.19,1.13,5.57,3.9,15505.0,Apple Scab
5,28.45,88.98,5.53,1.59,5.32,5.7,13543.0,Fire Blight
4,27.82,80.61,2.72,1.46,0.67,6.9,13443.0,Fire Blight
6,20.04,95.72,8.31,2.86,5.42,3.7,9368.0,Cedar Apple Rust
5,20.42,88.98,5.83,2.06,5.93,5.0,12262.0,Fire Blight
5,15.41,85.63,12.75,4.02,4.92,1.3,8705.0,Apple Scab
8,25.49,93.27,15.79,1.64,1.43,7.6,12903.0,Alternaria
8,24.49,85.21,12.65,0.18,5.38,6.3,15343.0,Alternaria
6,18.22,58.83,0.5,0.33,0.94,3.8,17082.0,Powdery Mildew
4,27.77,61.31,0.79,0.12,1.62,6.0,17811.0,Healthy
5,21.95,81.54,6.36,3.67,2.12,3.2,11518.0,Fire Blight
7,31.17,88.93,12.51,0.99,0.62,8.1,14372.0,Alternaria
4,28.32,90.3,3.0,1.33,1.2,5.4,11763.0,Fire Blight
9,27.68,90.39,14.44,2.77,1.77,9.0,10105.0,Alternaria
10,11.39,40.21,0.97,4.48,3.66,6.7,12337.0,Healthy
6,30.09,82.33,16.21,0.12,5.63,5.7,18697.0,Alternaria
6,25.45,93.06,10.65,0.92,4.5,8.6,13962.0,Alternaria
1,28.67,51.04,1.43,1.96,1.29,4.5,15376.0,Healthy
7,30.36,87.98,10.12,2.79,1.37,5.7,9931.0,Alternaria
6,23.45,95.64,9.47,4.47,3.04,2.3,7660.0,Cedar Apple Rust
4,24.32,82.01,4.23,3.81,2.85,6.8,10739.0,Fire Blight
5,14.39,83.04,10.97,16.62,1.03,1.4,500.0,Apple Scab
5,26.17,92.26,6.79,1.31,1.14,6.2,12204.0,Fire Blight
7,33.02,86.47,11.88,1.52,4.79,5.7,14122.0,Alternaria
6,14.76,84.25,9.35,0.37,4.84,2.7,16496.0,Apple Scab
9,31.37,88.04,8.72,2.15,1.38,6.6,11735.0,Alternaria
11,17.23,32.45,2.76,0.24,5.01,6.8,20626.0,Healthy
10,14.33,65.8,1.38,0.96,5.8,4.6,15730.0,Healthy
7,25.99,64.0,1.17,0.08,4.01,2.7,17815.0,Healthy
9,25.67,93.44,10.8,0.18,1.15,6.3,15736.0,Alternaria
6,15.74,92.89,4.64,3.47,4.94,3.6,10797.0,Cedar Apple Rust
7,25.57,84.5,10.71,1.94,0.93,5.5,14801.0,Alternaria
